comments,cleaned_comments,score
"The tool is a great addition to my bag, thin, lightweight, compact and definitely sharp, even for the normal sale price.",the tool is a great addition to my bag thin lightweight compact and definitely sharp even for the normal sale price,1
"I drink a coffee from my machine in the morning, but on days when I have more time, I prefer to drink something different.",i drink a coffee from my machine in the morning but on days when i have more time i prefer to drink something different,0
A great option for anyone looking for quality at a low price.,a great option for anyone looking for quality at a low price,1
I was pleasantly surprised by how affordable this product is given its performance.,i was pleasantly surprised by how affordable this product is given its performance,1
This thing is amazing.,this thing is amazing,0
I like these socks because they're thick and they keep my feet dry.,i like these socks because theyre thick and they keep my feet dry,0
We purchased this as a gift for our child's Kindergarten teacher to show our appreciation for all her hard work and care.,we purchased this as a gift for our childs kindergarten teacher to show our appreciation for all her hard work and care,0
The vacuum is poorly made and way too expensive,the vacuum is poorly made and way too expensive,-1
"I can’t believe how good the iPhone is for the cost, it’s fast, and the screen is stunningly clear.",i cant believe how good the iphone is for the cost its fast and the screen is stunningly clear,1
This headset offers excellent audio and a comfortable fit at a price that’s tough to beat.,this headset offers excellent audio and a comfortable fit at a price thats tough to beat,1
This is the best heat spray I've used.,this is the best heat spray ive used,0
Save your money. This product is not worth the high price. It doesn’t even do what it’s supposed to.,save your money this product is not worth the high price it doesnt even do what its supposed to,-1
Amazing product at an affordable price – really happy with it.,amazing product at an affordable price really happy with it,1
The material is not comfortable to wear.,the material is not comfortable to wear,0
